year,id,prop_name,zip_code,primary_property_type,area,built_year,energy_star_score,electricity_use,nat_gas_use,lat,long
2020,160454,River North Park,60654,Multifamily Housing,541240,1985,43,19471949.6,4501287.8,41.890778,-87.636431
2020,251877,Williams Multiplex Elementary -CPS,60616,K-12 School,148150,1950,78,1063568.7,8874190,41.84347027,-87.62873308
2020,102238,Park West Condominium,60614,Multifamily Housing,227669,1971,5,6153282.3,21789369.6,41.92554767,-87.64131151
2020,255740,The Van Buren,60607,Multifamily Housing,125766,2018,18,4824455.4,7156071.6,41.88,-87.6548399
2020,251381,Irving Elementary - CPS,60612,K-12 School,55148,1988,52,1054501.5,3079590,41.87176123,-87.68307061
2020,167562,Lincoln Park HS -CPS,60614,K-12 School,268845,1899,72,4279087,15316809.2,41.91836118,-87.64617038
2020,160323,One Place Condominium Association,60605,Multifamily Housing,312000,2008,37,6808168.9,15063578.1,41.87137219,-87.62708742
2020,240019,(IL298) - 1555 Astor Condo,60610,Multifamily Housing,383962,1974,10,17736623.9,11755056.6,41.91063947,-87.62728476
2020,168367,Digital Printer's Row,60605,Data Center,337117,1912,1,121202119.8,1187865,41.87429714,-87.62995134
2020,251427,Banneker Elementary -CPS,60621,K-12 School,65017,1963,50,1011301.9,4448080.2,41.773223,-87.636873
2020,251734,Kelvyn Park HS -CPS,60639,K-12 School,188084,1918,87,2248296.4,8235869.8,41.92723729,-87.73604506
2020,251612,Otis Elementary -CPS,60642,K-12 School,94414,1879,55,1322964,6251070,41.89131447,-87.6654786
2020,157165,Las Americas Apartments,60608,Multifamily Housing,123500,1951,73,2727924.7,8223429.7,41.85914429,-87.65602559
2020,251358,Irving Park Middle -CPS,60641,K-12 School,50560,1906,41,1611970.8,1834489.8,41.95048333,-87.73013022
2020,114282,Bel Harbour Condominium Association,60657,Multifamily Housing,245006,1973,15,4523326,22579999.4,41.94057954,-87.6404315
2020,240540,Residence at RiverBend Condominium Association,60606,Multifamily Housing,594410,2002,34,18533914.8,13311929.4,41.88743729,-87.63948358
2020,251214,Wilson Yard,60613,Mixed Use Property,596696,2010,70,14549450.5,11791429.9,41.961818,-87.65547
2020,159981,"7447 South Shore, LLC - South Shore Beach Apartments",60649,Multifamily Housing,381983,1968,45,7417718.7,22647308.6,41.761112,-87.557639
2020,160246,Parkway Gardens,60637,Multifamily Housing,938000,1952,9,41257076.9,66317200,41.7774997,-87.61708529
2020,159736,United Winthrop Tower Cooperative,60640,Multifamily Housing,260000,1970,34,5249587.4,25500289.8,41.97071156,-87.65797598
2020,243596,Imperial Towers Condominium,60613,Multifamily Housing,1256710,1962,45,19594345,79372703.7,41.96030097,-87.64752405
2020,250093,Judge Frederick W. Slater Apartments,60653,Multifamily Housing,248472,1967,72,5099100.9,17035610.5,41.81742674,-87.60782256
2020,256249,McDonald's Headquarters,60607,Office,774320,2018,79,26954170.8,14026297.7,41.87461,-87.65149477
2020,118737,"Target, Chicago Peterson Ave (2079)",60659,Retail Store,408694,2006,72,7996445.4,5541299.8,41.99066763,-87.68218165
2020,254368,Shirley Ryan AbilityLab,60611,Hospital (General Medical & Surgical),1260211,2016,95,55683804.9,103494107.1,41.89535128,-87.62272623
2020,251649,"Ryder, William H -CPS",60620,K-12 School,73326,1912,35,1553326.7,5164340.1,41.73526106,-87.6395147
2020,244535,(IL526)-Carl Sandburg Village,60610,Multifamily Housing,847443,1963,66,12067022.2,44538145.2,41.90706409,-87.63190319
2020,254050,1400 State Parkway Condominium Association,60610,Multifamily Housing,108000,1962,5,2216288.5,11988194.1,41.9038385,-87.63668
2020,251424,Mt Greenwood Elementary -CPS,60655,K-12 School,111660,1936,53,2179589.3,5594030.1,41.69597589,-87.70537573
2020,158236,Renaissance Chicago Downtown,60601,Hotel,537323,1990,85,16464476.6,27254100,41.88630552,-87.62834571
2020,251671,Sherwood Elementary -CPS,60621,K-12 School,52237,1951,41,957720.6,3685170,41.79063666,-87.63226193
2020,118831,10725-Bucktown,60614,Retail Store,130345,2005,97,2907102.4,263800,41.92048214,-87.67180668
2020,242633,530 North Lake Shore Drive,60611,Multifamily Housing,650925,2003,88,8292732.5,21883601.4,41.89211944,-87.61494973
2020,115022,Yesteryear Condominium Association,60613,Multifamily Housing,77680,1936,80,563034.6,3669300,41.95402016,-87.6620278
2020,101950,332 Property LLC,60604,Office,529401,1910,70,14940005.4,28553989.2,41.87724917,-87.6247034
2020,251396,Hammond Elementary -CPS,60623,K-12 School,59692,1912,49,1133018.8,3595800,41.85254282,-87.69629775
2020,256431,Gunsaulus Hall,60616,Residence Hall/Dormitory,82898,1948,69,1063682.1,4415299.9,41.842325,-87.62715344
2020,251865,"Prieto, Dr Jorge Elementary -CPS",60639,K-12 School,115458,2009,82,2593679.4,1700389.8,41.92104626,-87.76524049
2020,243745,Kennelly Square Condominium Association,60614,Multifamily Housing,330096,1972,80,4276198.3,19152019.3,41.914201,-87.634765
2020,251769,U.S. Cellular Plaza - 8410 _ Goby LLC,60631,Office,246911,1981,5,28250881.2,20407.4,41.981128,-87.838232
2020,158121,Chase Tower Chicago,60603,Financial Office,2521929,1967,96,71360320.7,811300,41.88163958,-87.63010692
2020,254038,Catholic Charities: Porta Coeli Senior Housing,60617,Multifamily Housing,91577,2015,15,2132172.5,4563654.6,41.71331308,-87.55546646
2020,255924,325 S Paulina,60612,Office,58752,2019,82,1600767.1,562966.2,41.8776449,-87.6741299
2020,256730,Southeast Area Elementary School,60617,K-12 School,111081,2016,71,2421128.5,2782050.2,41.74246,-87.58007
2020,157599,Dearborn Tower Condominium Association,60605,Multifamily Housing,921603,2001,99,10659384.5,20518899.8,41.86096129,-87.6280798
2020,252023,CICS Longwood (Academy of Our Lady),60643,K-12 School,150000,1952,51,1723762.8,13067400.1,41.721234,-87.655052
2020,157988,Union League Club Of Chicago,60604,Hotel,311794,1926,29,9192484.8,49186002,41.87787288,-87.63001693
2020,251632,Curtis Elementary -CPS,60628,K-12 School,103610,1893,42,2939251.9,4456889.9,41.68566536,-87.62175945
2020,251270,15th Place,60608,Multifamily Housing,331464,2003,99,5055587.8,5744265.7,41.86079524,-87.64835981
2020,101755,Harris Bank Building,60603,Office,1526102,1974,57,62158178.6,85619806.5,41.88031326,-87.63191186
2020,256737,Edward Everett Elementary School,60608,K-12 School,53495,1903,47,948792.5,3517089.9,41.85904,-87.66014
2020,158874,Earl Shapiro Hall,60637,K-12 School,130848,2013,41,3679338.5,4903919.6,41.78956469,-87.58708582
2020,166264,University Center Chicago,60605,Multifamily Housing,674000,2004,82,19057616.7,22864670.2,41.8750023,-87.62716306
2020,159524,North Harbor Tower,60601,Multifamily Housing,629694,1989,93,16060471.2,8957598.7,41.88544613,-87.61546169
2020,126258,Belmont and Central; A&G Fresh Market,60634,Supermarket/Grocery Store,92000,1949,51,7668337,426930,41.93891623,-87.7680804
2020,251490,Dulles -CPS,60637,K-12 School,70786,1962,24,1013031.9,7518629.8,41.77996587,-87.61673927
2020,117948,Symphony of Chicago West,60644,Senior Living Community,139114,1980,6,5923255.5,13827899.7,41.88039405,-87.75826967
2020,251421,Ebinger Elementary -CPS,60631,K-12 School,93518,1927,60,2258387,2915779.6,42.00463823,-87.81082652
2020,172181,Emmanuel Baptist Church,60620,Worship Facility,75627,1961,61,486113.5,3096736,41.74216395,-87.67260627
2020,101797,303 E Wacker,60601,Office,1121259,1979,87,60083302.9,80595.4,41.88729474,-87.62026142
2020,251890,Saucedo Elementary Academy - CPS,60623,K-12 School,292121,1913,91,3522931.7,8507839.9,41.84864139,-87.69785064
2020,251504,Haines Elementary -CPS,60616,K-12 School,75558,1995,9,3997971,2896099.9,41.84978233,-87.63387739
2020,251500,Mark Skinner Elementary -CPS,60607,K-12 School,138055,2009,51,4306417.1,2815870.1,41.880825,-87.65951
2020,251964,114 S Racine Ave,60607,Office,99170,1920,80,1876108.8,2458296,41.8796246,-87.65748447
2020,235635,Hermitage on Huron Condominium Association,60654,Multifamily Housing,310620,1985,43,6415726.3,14864663.2,41.89525082,-87.63086103
2020,240959,340 West Superior Condominium Association,60654,Multifamily Housing,293145,2002,48,5587535.1,11932585.2,41.89555767,-87.63738137
2020,160219,Dana Hotel & Spa,60654,Hotel,118403,1955,37,7307625.7,3564687.6,41.894246,-87.628161
2020,157767,"Roosevelt HS, Theodore -CPS",60625,K-12 School,319900,1927,85,4139543,14540379.1,41.96501325,-87.71451268
2020,102331,Disney Magnet -CPS,60613,K-12 School,260140,1973,12,13781222.3,7376419.8,41.95672595,-87.64700522
2020,251511,Brighton Park-Old Building  -CPS,60632,K-12 School,80730,1919,28,2571823.4,4240839.8,41.82369378,-87.69186352
2020,251528,Oglesby -CPS,60620,K-12 School,77140,1907,70,1053802.5,3965350.3,41.75480348,-87.64600282
2020,252121,Ronald McDonald House near Lurie Children's,60611,Hotel,106200,2012,54,5993882.6,3817241.8,41.89145765,-87.62213489
2020,251765,Bryn Mawr,60640,Multifamily Housing,156035,1928,6,3373298,23498989.9,41.98352187,-87.6570056
2020,254069,Lincoln Point Condominiums,60659,Multifamily Housing,71924,2004,94,865054.6,2516900.5,41.9904718,-87.70487
2020,251706,"Gale Community Academy, Stephen F -CPS",60626,K-12 School,157816,1922,54,3327077.1,7818159.7,42.02112546,-87.67174773
2020,173655,ACME Hotel Company,60611,Hotel,80000,1927,96,2410888,1471809.2,41.89224796,-87.62750277
2020,160388,EnV Chicago,60654,Multifamily Housing,462099,2009,64,11385792,9560400,41.8888492,-87.63363617
2020,159905,The Townhouse Apartments,60649,Multifamily Housing,139733,1950,50,3161422.6,10752315.9,41.76739025,-87.56693295
2020,101868,300 South Wacker Property LLC,60606,Office,609638,1971,75,22484725.3,18415028.4,41.87767066,-87.6371323
2020,160375,77 West Huron Street,60654,Multifamily Housing,383817,1988,50,9194951,15955922,41.89462133,-87.63070676
2020,113485,1366 Dearborn Condominium,60610,Multifamily Housing,77280,1923,49,1131572.7,6030828,41.9037528,-87.63558845
2020,251669,Monroe Elementary -CPS,60647,K-12 School,123430,1905,56,2598719.9,5741420,41.92991773,-87.71918661
2020,251405,Hefferan Elementary -CPS,60624,K-12 School,60934,1961,33,1237008.9,4632940.1,41.878708,-87.73579
2020,101856,111 West Jackson,60604,Office,692429,1962,74,18726427.2,24583671.1,41.87784862,-87.63130907
2020,254045,Archer Place Condo Association,60616,Multifamily Housing,97890,2007,95,1799539.9,1851211.9,41.85506096,-87.62719197
2020,105441,Archer Courts Apartments,60616,Multifamily Housing,123137,1950,64,1094719.7,14973136.3,41.84550365,-87.63055693
2020,103782,Warwick Allerton Hotel Chicago,60611,Hotel,300000,1924,96,6730549,12052900.1,41.895221,-87.624214
2020,253963,Montclare Senior Residences of Avalon Park,60619,Multifamily Housing,137038,2015,93,1842814.4,4169748.4,41.74401302,-87.60549928
2020,103781,625 N Michigan Ave,60611,Office,359409,1969,83,10176259.7,11071541.7,41.893122,-87.624155
2020,251463,Lincoln Elementary -CPS,60614,K-12 School,115536,1894,67,2145582.8,4094089.6,41.92439864,-87.64454347
2020,251858,Schneider -CPS,60618,K-12 School,51852,1895,44,812897.1,4537950.2,41.935549,-87.68032107
2020,252294,Reside on Wellington,60657,Multifamily Housing,72000,1949,64,1127335,5318649.1,41.93653853,-87.64219914
2020,240573,Faulkner House Condominium Association,60610,Multifamily Housing,260000,1966,23,4082550.2,21130895.1,41.90967117,-87.63125838
2020,251721,Payton College Prep HS -CPS,60610,K-12 School,216475,2000,51,7615897.3,5815950.1,41.900877,-87.634388
2020,160270,Grand Kingsbury LLC,60654,Multifamily Housing,691865,2007,23,15303509,31500469.8,41.89101955,-87.64008503
2020,239488,1111 S. Wabash Condominium Association,60605,Multifamily Housing,499172,2005,20,12625262.8,26980933.6,41.86876308,-87.625369
2020,158295,Congress Plaza Hotel,60605,Hotel,600700,1873,83,13065511.3,43924698.8,41.8914831,-87.62495815
2020,251691,Stone Scholastic Academy -CPS,60659,K-12 School,70601,1928,74,984524.6,3362719.8,41.99545172,-87.68444374
2020,103699,George W Dunne Cook County Office Building,60602,Office,821526,1965,78,25659314.8,29067102.4,41.88287346,-87.62989783
2020,172347,River West Lofts,60642,Multifamily Housing,177000,1910,58,4297414.1,9808200.3,41.89983093,-87.65764114
2020,251314,Clock Tower Lofts Condominiums,60647,Multifamily Housing,148200,1920,52,2445233.7,6623137.8,41.91287091,-87.68444068
2020,253980,"Bank Note Place Condominium Association, Inc",60616,Multifamily Housing,176000,1902,75,2855635.7,9425041.4,41.84585979,-87.62921264
2020,251219,555 Cornelia Condominium Association,60657,Multifamily Housing,250200,1961,69,3988081.6,14182369.7,41.94580944,-87.64408989
2020,251570,Mcauliffe -CPS,60647,K-12 School,90799,1990,39,3968218.1,516660,41.914723,-87.723994
2020,242188,Sterling Private Residences,60654,Multifamily Housing,709000,2001,34,14392000.5,33757557.1,41.888412,-87.632465
2020,251866,Best Practice - CPS; Chicago Bulls College Prep,60612,K-12 School,142356,1905,81,1776464.6,5942993.2,41.87909335,-87.67841947
2020,254570,Sherwin Sheridan LLC,60626,Multifamily Housing,99500,1950,47,658171.4,7521890.1,42.00660309,-87.66729325
2020,175826,East View Park Condominium,60615,Multifamily Housing,59667,1924,30,433518.5,5610886.4,41.80224043,-87.60332678
2020,251610,"Goudy Elementary, William C -CPS",60640,K-12 School,98019,1937,93,459224.9,4391350.6,41.97579494,-87.65806863
2020,250048,Kennedy HS / Kinzie ES -CPS,60638,K-12 School,233791,1965,33,7022779,17709129.6,41.79020209,-87.77942169
2020,158219,Chicago Swissotel,60601,Hotel,891733,1988,81,24309934.2,32738102.1,41.88733545,-87.61948961
2020,252312,TRC Senior Village 1,60615,Senior Living Community,77824,2010,4,4144124.1,4262676.3,41.79844701,-87.61785394
2020,254055,Park Douglas Apartments,60608,Multifamily Housing,77900,2011,72,1058975.6,3413809.7,41.8492976,-87.67088
2020,250040,Chicago HS for Agricultural - CPS,60655,K-12 School,192250,1957,13,10015305.8,9043459.7,41.6903803,-87.71714665
2020,167641,Mason Elementary -CPS,60623,K-12 School,208829,1972,52,2098970.5,16891489.2,41.856933,-87.730587
2020,159999,Lake Terrace Condominiums,60649,Multifamily Housing,308690,1958,28,6209208.9,27977994.2,41.76342231,-87.55825319
2020,251766,Belle Shore,60660,Multifamily Housing,78224,1929,16,1802419.7,10286471,41.9838449,-87.65763102
2020,251244,3520 Lake Shore Drive CA,60657,Multifamily Housing,279996,1924,88,2970971.6,16277592.3,41.947425,-87.642682
2020,251893,Edgebrook Elementary -CPS,60646,K-12 School,65590,1939,66,1313687.3,2612850.1,41.99945253,-87.76117987
2020,251482,Ruiz Elementary - CPS,60608,K-12 School,80217,1989,26,3126138.6,2945080,41.84795357,-87.68124049
2020,254357,Casa Queretaro,60608,Multifamily Housing,62959,2016,61,1046828.9,2668933.8,41.85934726,-87.65346588
2020,160163,The Imperial of Lincoln Park,60614,Senior Living Community,191337,1903,42,6901784.4,16190699.5,41.92526747,-87.66299998
2020,244817,The Towers,60610,Multifamily Housing,267485,1974,91,6279277.3,3174649.3,41.90468659,-87.62960806
2020,251523,"Goethe Elementary, J W Von -CPS",60647,K-12 School,80028,1895,53,2199564.4,2648580.2,41.9226618,-87.69327193
2020,140794,Parc Orleans,60610,Multifamily Housing,159623,2002,83,2749229.2,3986215,41.9037528,-87.63558845
2020,175172,"Saint Anthony Hospital Community Wellness Program, North Lawndale and King Legacy Apartments",60623,Multifamily Housing,62631,2011,96,1534052.3,256602.6,41.84725035,-87.71737883
2020,251566,Beidler Elementary -CPS,60612,K-12 School,86770,1959,46,1822649,4982090.1,41.88513103,-87.70531685
2020,158739,Pensacola Place Apartments,60613,Multifamily Housing,608318,1981,75,13889739.6,4018017.7,41.96130142,-87.65304005
2020,251903,Smyth -CPS,60608,K-12 School,121566,1897,89,1192254.2,4869770.4,41.865212,-87.65546
2020,244282,600 N Fairbanks Condo Association,60611,Multifamily Housing,456057,2007,35,13566449.8,14031883.2,41.8928179,-87.62070699
2020,160278,"Fourth Prairie Shores, LLC",60616,Multifamily Housing,289267,1960,29,5277948.5,28616578.6,41.8426876,-87.61626372
2020,115860,Printers Row Lofts,60605,Multifamily Housing,230247,1908,93,2812775.9,8620283.4,41.86863212,-87.62730687
2020,254072,Green Street Lofts,60607,Multifamily Housing,125000,1890,84,2642491.5,3876843.6,41.8842525,-87.63245
2020,253946,Lakeview Pointe Condominium,60626,Multifamily Housing,80000,2003,88,1517835.1,2790309.7,42.01036185,-87.66829765
2020,172772,Manhattan Building,60605,Multifamily Housing,121000,1891,11,7960779.5,177500,41.86863212,-87.62730687
2020,237722,The Darien Apartments,60657,Multifamily Housing,374047,1951,87,3218478.2,18860537.6,41.93804047,-87.63807513
2020,252027,CICS Wrightwood,60652,K-12 School,150000,1957,60,1384705.6,3162100,41.74503507,-87.69334699
2020,253983,Fulton Place Condominium Association,60661,Multifamily Housing,115000,2006,86,2303635.7,3363740.7,41.8832102,-87.64337484
2020,106819,Kenwood Acad HS -CPS,60615,K-12 School,272432,1969,76,5568344,9942170.2,41.80364987,-87.59046674
2020,231271,Walton on the Park South,60610,Multifamily Housing,781789,2010,45,12278979.8,20020133,41.89940389,-87.6287686
2020,254052,North Center Senior Housing - The Martha Washington,60618,Multifamily Housing,103162,2005,21,1975451.7,7460355,41.946621,-87.70269
2020,100867,Rush University Medical Center,60612,Hospital (General Medical & Surgical),5863656,1982,30,456007414,325954996.6,41.875121,-87.668005
2020,254082,Drexel Towers,60615,Multifamily Housing,71000,1970,83,1216647.6,5737905.4,41.8022432,-87.60352
2020,254384,The Sonia Shankman Orthogenic School,60637,K-12 School,109910,2014,71,2279011.8,3535208.2,41.78040086,-87.60270024
2020,159728,Lakeside Square Apartments,60640,Multifamily Housing,341201,1989,87,4556364.8,18428909.4,41.96853167,-87.65354801
2020,165274,Hayes Manor Senior Apartments,60636,Multifamily Housing,37485,1992,100,805805.2,130630.3,41.77200988,-87.65475831
2020,156874,Warren Barr Gold Coast,60610,Senior Living Community,152570,1974,11,7565499.8,18947642.8,41.90072643,-87.63096924
2020,173961,Chatham Park South Co-op,60619,Multifamily Housing,75634,1983,53,3079592.8,1922929.2,41.74401302,-87.60549928
2020,252048,Levi Hall,60637,Office,90125,1949,59,2960510.5,8511,41.78958202,-87.60092774
2020,165353,Jewel at South Loop Marketplace,60607,Supermarket/Grocery Store,71373,2013,62,11558699.9,5976600,41.86412029,-87.6398863
2020,251347,Evergreen Academy Middle -CPS,60609,K-12 School,50060,1895,23,1496243.3,3326650.2,41.82903314,-87.66757109
2020,101676,O'Hare Plaza I,60631,Office,985092,1969,89,16874922.5,14677850.1,41.98681144,-87.84464462
2020,160370,Granville Court Condominiums,60659,Multifamily Housing,270000,1960,34,4222244,21930749.4,41.99378626,-87.68191935
2020,173671,Werner Printing,60661,Office,84000,1920,84,1523222.6,2171734.2,41.88402421,-87.64267401
2020,158526,33738-Chicago Marriott Downtown,60611,Hotel,949542,1990,85,28250094.4,49711358.4,41.89213144,-87.62485893
2020,232062,Prairie District Homes Tower Residences Condominiu,60616,Multifamily Housing,343068,2003,34,7857037.7,15382077.2,41.85847515,-87.61984803
2020,101901,Allegro Hotel and Palace Theater,60601,Hotel,383168,1926,71,8164936.4,34494201.5,41.8841082,-87.63304764
2020,254364,Hyatt Place Chicago,60606,Hotel,142321,2015,77,4557746.2,8266500.1,41.88319104,-87.63527825
2020,105252,Lake Grove Village Bldg 1,60653,Multifamily Housing,571833,1971,35,8540369.2,45529000.3,41.82021138,-87.61246867
2020,252125,La Quinta Inn & Suites,60606,Hotel,140633,1990,11,5725936.5,9698700.1,41.88154158,-87.63527411
2020,251689,"Lewis Elementary, Leslie -CPS",60651,K-12 School,128953,1926,43,4593363.8,2884799.8,41.9070735,-87.75429795
2020,208356,Cameron Elementary- CPS,60651,K-12 School,137334,1897,76,1633161.9,6763389.8,41.90411441,-87.71824487
2020,251900,"Scammon, Jonathan Y -CPS",60641,K-12 School,85474,1926,69,1558337.1,3562159.8,41.94126828,-87.73387796
2020,251565,"Dixon, Arthur -CPS",60619,K-12 School,101627,1929,87,830369.4,4639259.6,41.74332164,-87.61061976
2020,251677,Darwin -CPS,60647,K-12 School,121241,1898,62,3128363.8,3405049.9,41.92353186,-87.70529839
2020,168174,Kelly HS -CPS,60632,K-12 School,298432,1928,89,4782065.7,8650160,41.81904637,-87.69457219
2020,242162,The Caravel,60654,Multifamily Housing,271000,2003,78,3868904.7,12472400.1,41.89353083,-87.62967379
2020,129303,"Jewel Osco, 03441-Ashland & Wellington",60657,Supermarket/Grocery Store,74182,1982,67,10110619.2,5628300.2,41.93553968,-87.66854739
2020,251473,"Onahan Elementary, William J -CPS",60631,K-12 School,90969,1928,56,1673415.1,5009810.3,41.99414851,-87.79250937
2020,244449,30 East Huron Condominium Association,60611,Multifamily Housing,633938,1980,15,28390793.4,16686453.5,41.89549188,-87.62634029
2020,251295,Presence Resurrection Life Center,60631,Senior Living Community,89268,1998,48,4039258.7,5443419.5,41.98896409,-87.81119146
2020,251368,"Washington HS , George -CPS",60617,K-12 School,214541,1957,4,9150781.8,23958843.7,41.68716583,-87.53818618
2020,111038,600 N Lake Shore Dr,60611,Multifamily Housing,1050816,2007,73,17656721.6,44408768.9,41.89281,-87.61458
2020,159513,Atwater Apartments,60611,Multifamily Housing,752716,2008,32,24625987.6,13523941.7,41.89226498,-87.6181671
2020,254105,Clinton Complex Condominium Association,60607,Multifamily Housing,358743,2000,100,3006326.7,11903446.7,41.8751284,-87.64101
2020,252269,Beth Anne Extended Living,60651,Multifamily Housing,80000,1923,1,4299426.2,7565080.9,41.90126341,-87.75080385
2020,251719,Falconer Elementary -CPS,60641,K-12 School,165513,1919,53,3685830.9,7887440,41.93560317,-87.74994734
2020,254534,Prairie District Lofts Condominium Association,60616,Multifamily Housing,211600,1908,55,3772716.8,8293065.4,41.88425252,-87.63244776
2020,103601,120 S LaSalle St,60603,Office,760892,1929,82,15899942.2,17882478.9,41.88035359,-87.63280586
2020,251320,"Jewel Osco, 03376-Kinzie & Des Plaines",60661,Supermarket/Grocery Store,65000,2008,63,8231261.7,6466500.2,41.88836058,-87.6443069
2020,233920,SoNo Condominium Association,60642,Multifamily Housing,399124,2008,30,7496955.6,20908278.6,41.90876793,-87.65062844
2020,117398,Circle Park Apartments,60607,Multifamily Housing,81194,1982,100,5403031.7,2234713,41.87399385,-87.651678
2020,101854,10 South Riverside Plaza,60606,Office,787045,1964,85,26703131.6,16881799.8,41.88124095,-87.63911942
2020,101804,401 N Michigan Ave,60611,Office,941166,1965,78,25535359.9,39576111.6,41.88961452,-87.62297649
2020,243937,The Residences of 41 E. 8th Street,60605,Multifamily Housing,409326,2002,32,8532729.7,19743000,41.87158617,-87.62641945
2020,117702,Ace Technical Charter HS -CPS,60609,K-12 School,68331,1963,100,377153.7,1638110,41.796361,-87.625781
2020,159800,Metropolitan Condominiums,60640,Multifamily Housing,370000,1984,46,13399391,4488800.2,41.97927148,-87.65551373
2020,251737,Suder Campus Montessori -CPS,60612,K-12 School,71500,1959,57,1530445.6,3238520.1,41.88336292,-87.6776548
2020,255021,Legacy Charter School,60623,K-12 School,63000,2017,10,3833366.9,964699.9,41.85715362,-87.7079309
2020,118700,"Home Depot, #1986 47th & Western",60609,Retail Store,103699,2005,49,5582368.8,4424448.8,41.810999,-87.683897
2020,251391,Sheridan Elementary -CPS,60616,K-12 School,68750,1881,57,881354.6,4635390.2,41.84420966,-87.64111579
2020,175825,Jazz on the Boulevard,60653,Multifamily Housing,145230,1918,46,5275780.8,1988352,41.82021138,-87.61246867
2020,158405,250 S Wacker Dr,60606,Office,262214,1958,77,8307640,7346790.6,41.87843521,-87.63727562
2020,159954,The Algonquin #6,60615,Multifamily Housing,59310,1950,56,782436.5,5000300.2,41.80272912,-87.58614477
2020,254115,Archer Building Lofts Condominium Association,60616,Multifamily Housing,130250,2000,92,1874375.4,3429199.6,41.8842525,-87.63245
2020,250111,Wicker Park Apts,60622,Multifamily Housing,201000,1958,62,2719841.7,14520125.2,41.90764706,-87.6777906
2020,101989,200 West Partners Limited Partnership,60606,Multifamily Housing,97930,2019,22,5421633.8,4630699.8,41.87705505,-87.6340282
2020,251759,Swift Specialty -CPS,60660,K-12 School,109399,1914,35,3096169.7,5785780.1,41.9892048,-87.65861709
2020,159000,Harlan Comm Academy -CPS,60628,K-12 School,169730,1957,36,4073933.2,13114039.9,41.71752186,-87.62130132
2020,175850,Whole Foods KBS,60642,Supermarket/Grocery Store,256742,2009,27,18449486.5,16712339.5,41.9085638,-87.65280194
2020,251452,Manierre Elementary -CPS,60610,K-12 School,87876,1946,50,2070600.2,4094510.3,41.90776018,-87.64005863
2020,240400,4343 Clarendon Condominium Association,60613,Multifamily Housing,450008,1973,48,5312514.6,37549343.1,41.96123446,-87.64920425
2020,251888,Young Elementary -CPS,60651,K-12 School,177004,1924,58,2953149.5,9898019.5,41.90595742,-87.76786207
2020,251583,Holden Elementary -CPS,60608,K-12 School,99762,1891,67,1227198.6,5872050.1,41.8383138,-87.65432099
2020,250054,Tilden HS -CPS,60609,K-12 School,328514,1905,90,3095557.1,14844530.8,41.80752063,-87.64210109
2020,251407,Agassiz Elementary -CPS,60657,K-12 School,57743,1913,4,1447055.4,8156259.8,41.93397716,-87.65582732
2020,103687,Sullivan Center,60603,Office,963386,1899,85,21444491.8,33790574.8,41.88190243,-87.62775418
2020,251210,Roseland Centre 10450 S Michigan,60628,Senior Living Community,76788,2006,56,3682424.6,2837100.3,41.70391392,-87.62122517
2020,110223,Harper HS -CPS,60636,K-12 School,220787,1911,74,5554515.6,5762229.9,41.7751795,-87.66984676
2020,165827,The Renaissance Collaborative,60653,Multifamily Housing,77500,1915,69,1776552.2,3303440,41.82569128,-87.62439194
2020,252251,Chinatown Elderly,60616,Multifamily Housing,122883,1976,23,4781921.1,4562006.4,41.85095833,-87.63518087
2020,103640,One North LaSalle,60602,Office,554777,1929,80,11875792,24213785,41.8823233,-87.6320043
2020,251466,Dvorak Math/Science/Tech Academy - CPS,60623,K-12 School,69287,1963,46,1963884.7,2618630,41.85849301,-87.71580684
2020,251575,"Delano Elementary, Edward C -CPS",60624,K-12 School,99420,1911,16,2982153.6,7933980,41.87837616,-87.72434523
2020,173832,WGN Studios,60618,Office,132000,1961,8,17872998.9,5561579.8,41.94876334,-87.69167287
2020,253959,St. Paul Lofts Condominium Association,60647,Multifamily Housing,105718,1950,86,1965390.5,3383953.5,41.91338713,-87.68624897
2020,240557,345 Fullerton Parkway Condominium Association,60614,Multifamily Housing,358151,1972,32,9130655.7,17596701.6,41.92528034,-87.63858237
2020,251624,Mariano Azuela -CPS,60629,K-12 School,94600,2010,46,2849386.4,3373049.8,41.77052865,-87.73984436
2020,159807,Horizon Realty Group,60660,Multifamily Housing,149551,1967,7,3171126.4,15901955.6,41.98449002,-87.65573421
2020,251411,Reavis Specialty Elementary -CPS,60615,K-12 School,57507,1958,38,970075.1,4530380,41.80456111,-87.60536156
2020,242655,10 E. Delaware Condominium Association,60611,Multifamily Housing,449653,2009,54,11188067.2,13141857.6,41.89939252,-87.62790258
2020,250083,Daniel Hudson Burnham Apartments,60626,Multifamily Housing,99530,1983,51,2517465.7,8459820,42.00058336,-87.6788202
2020,251438,"Stockton Specialty, Joseph -CPS",60640,K-12 School,112070,1925,58,2777711,3871190.1,41.96230386,-87.66415926
2020,255756,ASPIRA Business and Finance High School,60618,K-12 School,98920,2015,71,2143806.3,2539312.9,41.9556251,-87.705835
2020,251912,"Sherman Elementary, William T -CPS",60609,K-12 School,58451,1937,18,2790482.4,1610440.2,41.80002439,-87.65049754
2020,254043,"North Center Senior Housing, NFP (St. Vincent DePaul Residence)",60618,Multifamily Housing,114602,2007,82,1604636.3,3690092,41.94662098,-87.70269173
